0,16,16,1,4,3484812,16
0,20,26,1,4,6432550,13
0,12,12,1,5,2570961,11
0,210,245,1,174,58826366,193
0,50,53,1,24,12117712,38
0,68,81,1,12,18183838,44
0,51,56,1,9,12968020,45
0,52,71,1,18,18284595,27
0,10,11,1,7,2789510,9
0,7,11,1,5,2452922,4
0,77,105,3,25,26462124,42
0,25,26,1,10,5554704,24
0,112,128,1,20,30079331,99
0,46,57,1,5,12156915,35
0,29,31,1,19,8260374,24
0,26,32,1,21,7295263,21
0,144,174,2,47,43842164,111
0,37,49,2,10,12464607,20
0,32,39,1,20,8702590,21
0,6,8,2,6,2545944,7
0,27,29,2,13,6305430,25
0,50,56,2,14,12727577,34
0,8,67,1,6,16803875,3
0,40,46,1,6,11831667,36
0,152,218,2,99,49589158,78
0,62,75,1,48,16257787,37
0,22,26,1,7,6365437,16
0,17,27,1,4,6026727,9
0,30,34,1,3,7278866,30
0,17,23,2,9,4753576,15
0,36,37,1,4,9716065,35
0,191,223,1,25,55397389,167
0,34,37,2,14,9082647,24
0,14,14,1,3,2711533,14
0,12,22,1,3,8338804,8
0,57,60,1,20,13771354,38
0,38,60,1,15,13099591,21
0,26,26,1,5,6093570,26
0,28,148,1,6,33499446,14
1,6,8,1,2,1850531,7
0,77,115,1,65,23547369,55
0,45,58,1,20,13550623,30
0,10,29,1,6,5986104,7
0,6,6,1,6,1699517,6
0,16,30,1,4,6864832,6
0,20,20,1,11,4386878,20
0,186,203,2,46,54581370,158
0,17,19,1,7,4547286,15
0,81,129,2,65,29812613,59
0,51,68,1,13,16681111,31
0,91,146,1,30,27683369,61
0,75,81,2,20,17818806,59
0,42,53,1,20,13269527,25
0,159,190,3,12,49100421,88
0,20,21,1,4,4541262,19
0,72,82,2,39,17244802,68
0,59,63,5,26,15450603,51
0,41,41,1,6,10054349,38
0,64,83,1,32,20988571,44
0,126,128,4,2,32299495,121
0,16,63,6,5,16680753,3
0,45,74,1,17,16696762,41
0,24,31,1,9,6635940,19
0,67,75,1,16,16953845,57
0,53,55,4,41,11652048,49
0,88,116,3,58,25499273,54
0,36,37,1,9,9310333,28
0,35,41,1,8,9065199,27
0,61,67,12,33,13176539,40
0,63,66,1,20,11666625,51
0,17,17,1,10,4163670,17
0,155,229,2,117,57677356,105
0,35,40,1,8,9642260,27
0,130,149,3,7,36251521,115
0,15,17,1,6,3816906,15
0,63,77,3,44,18509136,55
0,31,41,1,10,7386773,31
0,16,29,1,13,6597518,15
0,28,29,1,18,6432562,26
0,8,9,1,6,2257719,6
0,13,127,1,2,28924515,11
0,21,23,1,15,5638718,18
0,94,144,1,21,38668515,56
0,20,21,4,7,4943924,16
0,19,23,1,3,5141409,14
0,31,42,2,23,9984375,24
0,34,39,1,26,9166995,32
0,13,18,1,4,4245819,11
0,36,83,1,6,20920884,15
0,107,149,52,66,31986562,59
0,20,20,1,17,4493456,19
0,15,18,1,4,4034698,14
0,87,156,1,5,38867263,45
0,45,61,1,4,13849226,33
0,41,50,1,38,10964217,28
0,29,29,2,2,8104981,29
0,156,211,5,29,48365044,120
0,21,21,1,10,4850114,21
0,80,82,2,53,18894464,80
0,73,127,1,42,32148463,52
0,80,85,1,22,20099564,50
0,56,65,3,32,14687743,44
0,28,28,1,11,6453085,24
0,21,31,1,3,6016503,13
0,63,95,1,31,32153249,42
0,16,16,2,3,5954197,14
0,5,5,2,2,1266103,5
0,14,14,1,12,3129441,11
0,80,120,1,2,28126333,46
0,140,165,1,106,40363003,121
0,79,123,1,54,34112255,56
0,62,62,1,24,12579434,59
0,72,102,4,7,21052814,51
0,77,91,1,26,21223145,54
0,136,157,2,29,32391525,75
0,41,77,1,35,15993975,19
0,52,52,3,2,11598361,46
0,18,19,1,5,4332656,17
0,17,20,1,2,3844685,12
1,40,46,1,28,9708935,34
0,24,29,16,10,25763769,16
0,124,155,1,116,35045230,94
0,23,23,1,10,5139223,21
0,56,67,1,22,16004477,45
0,58,85,1,5,18722138,40
0,21,29,1,3,7543975,11
0,56,64,1,27,15093443,50
0,63,78,1,2,19868995,47
0,33,41,1,21,9384342,29
0,60,92,1,18,20869920,36
0,20,26,1,8,6382370,23
0,31,31,1,12,7876436,25
0,41,69,2,10,14673963,25
0,119,136,2,18,29315345,103
0,168,204,1,39,48231329,118
0,14,24,1,5,5318694,8
0,10,28,2,3,5931851,8
0,88,103,1,54,23123768,78
0,13,14,1,2,3283390,12
0,36,54,2,7,12205842,28
0,81,91,1,38,22441964,62
0,49,52,6,14,12148542,47
0,55,62,1,33,10637987,45
0,27,34,1,10,7100308,19
0,41,46,2,21,10103235,39
0,179,218,1,104,53628659,142
0,113,195,1,31,43725660,61
0,128,144,1,66,35168609,113
0,15,25,1,3,7072752,9
0,233,248,1,159,57599896,199
0,30,37,1,3,7938413,21
0,31,74,1,3,16954478,17
0,85,103,2,51,22525799,57
0,19,19,2,2,5368605,19
0,46,54,1,8,12107336,26
0,23,31,1,14,7900933,18
0,57,58,1,33,12412178,55
1,42,46,2,11,11087949,22
0,80,145,1,4,37442956,31
0,36,39,1,17,8579592,27
0,63,63,1,2,12711578,60
0,40,48,2,5,11715893,25
0,7,22,1,5,4447309,20
0,61,82,2,19,18205803,46
0,14,20,1,11,4241913,12
0,30,32,2,5,6481002,25
0,22,48,2,8,10829090,11
0,65,106,1,47,23358274,38
0,21,60,11,5,10425000,12
0,23,23,1,20,4735885,23
0,38,56,1,5,11550372,18
0,21,21,1,10,4383405,21
0,26,26,1,15,5883882,26
0,115,121,1,66,29512990,102
0,24,46,1,4,8341593,34
0,40,44,1,5,10238902,37
0,113,132,1,20,34930277,70
0,21,22,3,15,4942953,21
0,25,25,1,8,4805814,19
0,132,145,4,75,32849086,116
0,19,19,1,2,4963229,19
0,10,10,2,5,2106560,10
0,99,153,1,3,34639565,48
0,43,54,1,5,12845615,35
0,73,81,2,39,17454426,59
0,27,131,1,5,30347823,10
0,35,67,1,17,15496100,20
0,55,105,1,2,18346031,56
0,87,207,1,16,49566298,41
0,27,32,3,21,6911040,27
0,102,116,1,7,26182167,79
0,29,29,1,19,6146296,26
0,21,29,1,6,6665400,18
0,36,39,1,7,8972046,36
0,188,224,1,43,48512496,149
0,31,32,1,3,7847662,29
0,98,224,2,4,56321159,29
0,6,13,1,2,2753270,5
0,15,18,1,4,3888605,10
0,149,179,1,42,41175329,119
1,70,83,1,13,18640987,53
0,9,10,2,4,2179666,9
0,141,213,2,27,48177018,85
0,8,9,1,4,1943116,7
0,36,45,1,3,9257710,21
0,59,61,3,12,14244161,46
0,88,99,2,2,21722693,77
0,16,22,1,7,4322353,14
0,29,42,2,6,10510253,19
0,19,24,1,4,5321525,18
0,80,85,1,33,18189236,69
0,75,115,1,34,26622528,59
0,75,91,1,17,22153036,49
